,nickname,score,review,stay_date,sentimental_score_negative,sentimental_score_positive,topic_score_#0,topic_score_#1,topic_score_#2,topic_score_#3,topic_score_#4,topic_score_#5,topic_score_#6,topic_score_#7,topic_score_#8,topic_score_#9,topic_score_#0_negative,topic_score_#1_negative,topic_score_#2_negative,topic_score_#3_negative,topic_score_#4_negative,topic_score_#5_negative,topic_score_#6_negative,topic_score_#7_negative,topic_score_#8_negative,topic_score_#9_negative,topic_score_#0_positive,topic_score_#1_positive,topic_score_#2_positive,topic_score_#3_positive,topic_score_#4_positive,topic_score_#5_positive,topic_score_#6_positive,topic_score_#7_positive,topic_score_#8_positive,topic_score_#9_positive
377,queenz88,30,비즈니스로 급히 일정을 잡고 방문해서 수영장은 이용하지 않았음 체크인을 늦게해서 거의 만실상태에서 방을 배정받았는데 룸 컨디션이 소음이 약간 있어 추가금을 내고 업그레이드 할것을 권유받음 늦게 체크인을 하는 상황이었고 누릴 수 있는 서비스도 없기 때문에 크게 자는데에 지장이 없다면 상관없어 그냥 투숙했으나 객실 상태가 준비되어있지 않은 상황이었음화장실 문 파손 컵준비 누락 룸서비스 시킨 음식 상태도 만족스럽지 못했고 제대로 안내받지 못해 조식도 이용하지 않음 그냥 잠만자고 나온 곳인데 좋은 인상은 없음,2021-04-01,1.9836652278900146,-2.5203583240509033,0.01349293,0.00608557,0.11724868,0.11708627,0.00925737,0.37383485,0.04871078,0.18937604,0.00651365,0.11839386,0.02676546295556137,0.012071729847130674,0.2325821377996462,0.2322599604021658,0.018363527867806262,0.7415631897524122,0.09662587724745819,0.37565866810867377,0.012920897442595947,0.23485378478000918,-0.03400702719827353,-0.015337812236731141,-0.2955086971264862,-0.295099352609002,-0.023331895760352772,-0.9421977719951542,-0.12276861569953113,-0.47729548204898364,-0.01641672746277545,-0.298394952476313
378,Bong Kyun C,50,매번 이용할때 마다 매우 만독학니다 특히 이번에는 바로 앞 남산 공원을 이용할 수 ㅤㅇㅣㅎ어 좋았고 음식 서비스 모든 부분에서 최고의 서비슬를 받았네요,2021-04-01,-2.9407031536102295,3.427178382873535,0.38685015,0.1904948,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.18559834,0.02888001,0.0343926,-1.1376114514903506,-0.5601886754990559,-0.08620710850323521,-0.08408951771358453,-0.12070130016098624,-0.06578157790994599,-0.15426789591845047,-0.5457896343610074,-0.08492753480023252,-0.10113842438846188,1.325804466142955,0.6528596797143393,0.10046819528506568,0.0980002952628709,0.14066869897718703,0.07666370593288363,0.17978815624896427,0.6360786311199433,0.09897694400768309,0.11786957187993963
379,shishinysun1,50,친절한 고객응대와 품질 높은 음식이 만족스러웠습니다 특히 로비에서 라이브 음악이 나오는 라운지가 마음에 들었습니다,2021-04-01,-3.0070013999938965,3.419084310531616,0.0361685,0.01631268,0.01772323,0.11614383,0.12367081,0.01352397,0.03171578,0.30992025,0.01746017,0.3173608,-0.1087587212823724,-0.04905223821824034,-0.05329378496308834,-0.34924465977318775,-0.3718782957139588,-0.04066659331942235,-0.09536939635516717,-0.9319306297544756,-0.052502742238975664,-0.9543043355745198,0.12366314081888863,0.05577441303778086,0.06059722619900043,0.39710554733026804,0.42284092262325323,0.046239589772551826,0.10843892749218043,1.0596434689733911,0.05969777807537158,1.0850832930246597
380,비비,30,그동안 그랜드하얏트는 방문을 못했는데 오랜만에 방문하니 서비스 부가 비용이 많이 발생 되더라구요 칠링용 아이스버킷에 비용이 발생 되는건 조금 황당했어요 객실에 기본 우산과 종이가방 배치가 안되어 있는 점도 아쉬웠고 직원분들 서비스는 옛날보단 미흡하게 느껴졌어요,2021-04-01,1.7572414875030518,-2.275571346282959,0.02420464,0.077073,0.14417322,0.01156937,0.01660657,0.40598798,0.08738104,0.00893568,0.21015343,0.01391503,0.042533390556187545,0.13543587381906086,0.2533471632194484,0.02033018112750251,0.029181752521765247,0.7134189183366857,0.15354959317268602,0.015702138872750737,0.3692903271676684,0.0244520685179217,-0.05507937611207492,-0.17538511121734146,-0.32807644787822454,-0.02632693227851357,-0.03778943323675321,-0.9238546096302116,-0.19884179661252332,-0.020333766046555013,-0.47821912522466903,-0.031664644200835035
381,Meander48037662221,50,호텔의 첫 입구부터 객실에서 바라본 풍경과 남산의 뷰는 경험하지 못하면 공감할 수 없는 장관과 멋진 풍경에 저의 심금을 울렸습니다 통창에서 바라보는 서울의 모습은 정말 감탄을 금치 못했습니다 깨끗한 시설과 쾌적한 실내공간 모든 것이 좋았습니다 화장실이 다른 호텔에 비해 작긴 했지만 깔끔한 욕실이 마음에 들었으며 욕실이 작고 객실이 큰 점은 매우 높게 평가할 수 있겠습니다 또한 객실에 구비된 쇼파와 큰 테이블은 밥을 먹기에도 분위기를 내면서 파티를 하기에도 적당한 사이즈와 편안함을 주는 공간이라고 생각합니다  추후 다시 이용하기를 바랍니다,2021-04-01,-2.9511799812316895,3.4221112728118896,0.25298595,0.14305034,0.3496146,0.00600636,0.04296717,0.00469866,0.01101907,0.00463905,0.07475761,0.11026122,-0.7466070838177075,-0.4221673079744761,-1.031775580353937,-0.017725845428731235,-0.12680385336163624,-0.01386658099967164,-0.032519260663166794,-0.01369066459696966,-0.220623171643485,-0.3254006956074207,0.8657460860206356,0.4895341906694384,1.196420030969314,0.02055442766878135,0.14703843844987574,0.016079325373619113,0.037708485828263916,0.015875337304918635,0.2558288710028389,0.377326152827262
382,layla0227,50,애정하는호텔 객실이나 시설 상태는 당연좋았구요 이번에는 임신중에 투숙이었는데 풀부킹상황에서도 사전요청사항 다 들어주시려고 노력해주셔서 넘 만족스런 투숙이었습니다,2021-04-01,-2.8883378505706787,3.342163324356079,0.03291468,0.01484514,0.0161288,0.10569523,0.20250767,0.01230732,0.02886255,0.01215118,0.0158894,0.558698,-0.09506872539187228,-0.042877794012830206,-0.046585436621954024,-0.30528351985397784,-0.5849105818499112,-0.03554768951897258,-0.0833647873377048,-0.03509671802704872,-0.04589396798280321,-1.613708576174119,0.11000624709994256,0.04961489894634785,0.053905098981494426,0.353250705551881,0.6768137232631233,0.04113306348578072,0.09646334646335486,0.040611233818125925,0.05310498443628786,1.8672599600570976
383,lalunahello,50,벚꽃 피는 시즌에 가서 남산에서 벚꽃 구경도 하고 금요일이라 한산해서 아이와 수영장 이용하기에도 좋았습니다 조식도 아주 만족 스러웠고요 레이트 체크아웃이었는데 다음에도 이렇게 이용하면 좋을 것 같아요,2021-04-01,-2.802039861679077,3.350109815597534,0.0401362,0.01810218,0.01966748,0.01918437,0.57603955,0.01500755,0.03519502,0.01481716,0.23877655,0.02307395,-0.1124632307398814,-0.050723040977796785,-0.05510906333365195,-0.05375536310397022,-1.6140857885372384,-0.04205176608508787,-0.09861784643992966,-0.04151828233866084,-0.6690614102849715,-0.0646541142011392,0.13446067571990827,0.06064430409453436,0.06588821826818059,0.06426973864237118,1.9297957596344872,0.05027695581762548,0.11790717893410818,0.04963912437210993,0.7999276628741718,0.0773002502805964
384,수진권2017,50,깔끔한 시설과 친절한 직원분들 덕분에 잘 쉬다 갔습니다  가끔 혼자 심심할 때 혼자 호캉스 하러 와야겠어요   방에서 보는 서울의 뷰도 정말 끝내줬어요 루프탑에서 보는 것보다 훨씬 좋았습니다 ,2021-04-01,-3.052858829498291,3.519092559814453,0.22333734,0.51752037,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,-0.6818173623609525,-1.579916625196887,-0.08949496722799832,-0.08729661350041695,-0.1253047351875729,-0.0682904259459729,-0.16015152960426526,-0.06742406990128735,-0.08816659177724606,-0.10499574957669644,0.7859447622840321,1.8212020769303763,0.1031626717455012,0.10062858462302415,0.14444132072119942,0.07871976507099987,0.1846099304781461,0.07772109881052813,0.10163142630427302,0.12103073931139363
385,sunny9262021,40,그랜드하얏트 서울은 처음 이용했는데 전반적으로 마음에 들어요 트윈베드 요청드려 객실에 욕조가 없어 아쉬웠지만비온날이라 탁트인 남산뷰를 볼 수 있었습니다 조식도 다른 호텔보다는 질적으로 충분한듯합니다,2021-04-01,-2.8754007816314697,3.425140619277954,0.05141718,0.16372386,0.58733034,0.02457647,0.03527683,0.01922569,0.04508719,0.01898179,0.02482139,0.02955928,-0.1478449871407017,-0.4707717041199899,-1.6888101225623586,-0.07066720178341868,-0.10143503583185609,-0.05528156553092689,-0.12964374771522902,-0.05458024358009128,-0.07137145338492523,-0.08499477889633678,0.176111056951485,0.5607772302521212,2.011689009054976,0.08417786655179427,0.12082811678463745,0.06585069351265194,0.15442997343935705,0.06501528777848664,0.08501676204835285,0.10124469308212891
386,byungy00nk,50,서울의 중심에서 한강을 내려다 보며 편하게 휴식을 취할 수 있는 곳 입니다  특히나 봄에는 각종 꽃과 나무가 피어 향기가 더해져서 그 아름다움이 배가 됩니다,2021-04-01,-2.93414306640625,3.4170756340026855,0.0401362,0.01810218,0.01966748,0.01918437,0.35663855,0.12470805,0.3642965,0.01481716,0.01937556,0.02307395,-0.11776535131207311,-0.05311439748857083,-0.0577072004891761,-0.056289679561928097,-1.0464285309208208,-0.36591125729637497,-1.0688980376035033,-0.04347567710192379,-0.05685065099851272,-0.06770225630702953,0.13714842916338377,0.06185653165686489,0.06720526717178466,0.06555443552807727,1.2186609019424282,0.4261368355995536,1.2448286797418575,0.05063136784216482,0.06620773762819354,0.07884541590438054
387,bcircle98,40,서울 교통의 요지에 있어 강남이나 강북으로 어디든 이동이 편리하며 주변 관광지구에 좋은 식당과 즐길거리가 많음호텔 자체도 깨끗하고 어느뷰이던지 막힘이 없어 탁트인 느낌을 주는곳 아쉽다면 아이들과 여행시에 즐길거리가 많이 없음비지니스트립이나 성인들의 여행에 있어서는 더할나위 없는 숙소임조식당은 너무 번잡하니 몇군데로 나눌 필요가 있음,2021-04-01,-2.582127809524536,3.0740416049957275,0.01582778,0.05039922,0.00775591,0.00756539,0.01085929,0.00591826,0.7493092,0.00584318,0.13742255,0.00909925,-0.040869357232688586,-0.1301372217424417,-0.020026741399800985,-0.019534804731647704,-0.02804007505673356,-0.015281694622305664,-1.9348120772056348,-0.015087824946099171,-0.3548425796042629,-0.023495430578127197,0.0486552617725966,0.15492929223688723,0.023841978715536394,0.02325632459750704,0.03338190968458443,0.01819296662641079,2.3034076009868443,0.01796216339180423,0.42244262615659167,0.027971477964040536
388,f0rsummer,40,호텔 시설과 경관 모두 만족합니다 남산 뷰 또는 한강 뷰 어떤 곳이든 서울의 아름다움을 맘껏 느낄 수 있습니다 룸서비스로 치맥세트를 추천합니다,2021-04-01,-3.0060818195343018,3.4558265209198,0.04508168,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.2859667,0.38629547,0.14498048,0.02591706,-0.1355192149684301,-0.06112173073830274,-0.06640692615636778,-0.0647757094548016,-0.09297843930928629,-0.0506727655351904,-0.859639280892921,-1.1612357821663366,-0.43582317100634427,-0.077908799306321,0.1557944611283686,0.07026625047839463,0.07634217242280217,0.07446690678565027,0.10688909209016195,0.058253998905455795,0.9882512864518134,1.3349701218954735,0.5010273715797986,0.08956485918188095
389,Seilin Lee,30,호텔이 좋은 위치에 자리하여 야경이 예쁘고 주변 산책하기 좋습니다 한남동 가게들 구경하기에도 적당한 거리입니다 객실 창이 커 예쁩니다 호텔 자체는 특별할 건 없었고 조식은 맛있었으나 1층 라운지 음식은 조금 기대에 미치지 못했습니다,2021-04-01,-2.5472867488861084,3.083099603652954,0.03019799,0.34376922,0.01479758,0.01443409,0.02071855,0.0112915,0.27409232,0.25876027,0.01457794,0.01736056,-0.0769229472103028,-0.875678785143883,-0.03769366867916624,-0.03676776114946545,-0.05277609814900108,-0.028762698275386356,-0.6981917261167325,-0.6591366157140754,-0.03713418179733918,-0.04422232121470637,0.09310342000546612,1.0598747536314832,0.045622399997087726,0.0445017310582303,0.06387736573304403,0.03481283121800516,0.8450539127585728,0.7977836965350917,0.04494522700729209,0.05352433174996696
390,ghj0701,50,편안하고 모던한 휴식을 보낼수 있어서 좋았습니다 예약실의 응대에서 부터 투숙의향이 결정되었고 체크인 과정에서 필요한 것들에 대한 신속한 대응이 인상적이었습니다 객실은 너무 깨끗했고 편안했습니다 조식도 만족스러웠습니다 수영장사우나등 이용할 수 있는 시설도 충분했습니다 호캉스에 적합한 호텔이었습니다,2021-04-01,-2.9399237632751465,3.4179184436798096,0.48536155,0.01258143,0.01366934,0.16582224,0.17162755,0.01043059,0.02446134,0.01029826,0.01346645,0.09228124,-1.4269259436826616,-0.036988440661112953,-0.04018683100783749,-0.48750473718196474,-0.504571916550205,-0.03066514013977928,-0.07191446426345394,-0.030276111680009432,-0.03959033749603025,-0.2712998241839877,1.6589261808765272,0.04300229656218546,0.04672070500961367,0.5667668847097147,0.586608973090712,0.03565090679256788,0.08360685295444092,0.03519862719118039,0.046027229144351756,0.3154097682494079
391,fndk951,40,그랜드 하얏트는 뷰가 참좋아요 예전에 커피마시러갔는데 갤러리에서의 뷰와 재즈가 좋았던게 생각나서 예약했어요 이번엔 푸릇한 남산뷰가 참좋았어요,2021-04-01,-3.0185728073120117,3.4735469818115234,0.07151878,0.03225632,0.03504553,0.03418467,0.44001946,0.22221754,0.06271408,0.02640274,0.03452535,0.04111551,-0.21588464090075377,-0.09736805077487531,-0.10578747458391291,-0.10318890989513463,-1.3282307722138569,-0.6707798383828987,-0.18930700907463205,-0.0796985811777926,-0.10421727063161157,-0.12411016409353337,0.2484238382469357,0.1120438433933657,0.12173228426503613,0.11874205109594271,1.5284282621233274,0.7718830824391318,0.2178402947293847,0.09171114423153526,0.11992541143224145,0.14281665986487013
392,archi1601,50,날씨도 좋았고 호텔분위기도 좋았습니다 역시 관록이 느껴지는 분위기네요 실내수영장 이용도 좋았습니다  뭐 어디서나 vip의 자녀에대한 관대함은 어쩔수 없겠죠,2021-04-01,-2.753727674484253,3.3325512409210205,0.23388039,0.11516862,0.01772323,0.41271168,0.02481486,0.01352397,0.13057172,0.0133524,0.01746017,0.02079295,-0.6440428907767064,-0.31714302611181644,-0.0488049558377881,-1.1364955746211507,-0.0683333640565813,-0.037241327340558295,-0.359558967086997,-0.036768869987859665,-0.04808054106329118,-0.05725811656776392,0.7794183697798864,0.3838053395807659,0.05906358048668636,1.3753828211115007,0.08269678926247437,0.04506931923308932,0.43513695746057124,0.044497553058965744,0.05818689635482377,0.06929356493337346
393,Jimin P,40,건물이 잘 지어져서 조용합니다 남산뷰도 좋고 한강뷰도 나름대로 매력이 있습니다 조식은 종류는 많으나 그렇게 맛있지는 않네요 화장실이 좀 작아요,2021-04-01,0.2069547474384308,0.13064861297607422,0.04508168,0.5132028,0.02209086,0.02154822,0.03093011,0.14007427,0.03953166,0.1398604,0.02176296,0.02591706,0.009329867445587614,0.10620975305355174,0.004571807906739778,0.0044595062260948115,0.006401132962992273,0.02898903475313519,0.0081812645734759,0.028944775107565324,0.004503948590728224,0.005363658360492962,0.005889858802969883,0.06704923222457637,0.0028861399373614205,0.002815244927738547,0.004040975882126929,0.01830050882567491,0.0051647564607471,0.0182725681218443,0.0028433009804196274,0.003386027786023149
394,kiossf2,50,코로나 시국에 멀리 가기보단 좋은 호텔에서 조식도 먹고 몸을 좀 쉬자고 갔었는데 좋은 서비스와 품질에 만족스런 휴가를 보내고 갑니다,2021-04-01,-3.0024096965789795,3.367443799972534,0.1919509,0.02319012,0.02519537,0.02457647,0.45687804,0.01922569,0.04508719,0.01898179,0.02482139,0.17009301,-0.5763152504610964,-0.06962623626622921,-0.0756468216865076,-0.07378863260385415,-1.3717350462228026,-0.057723399622207516,-0.13537022307554292,-0.056991099680208546,-0.07452399160170309,-0.5106889170648934,0.6463838759933829,0.07809142033390337,0.08484399080049299,0.08275988238827736,1.5385111105494005,0.06474143232105245,0.15182858585756787,0.06392009907588792,0.08358464661045595,0.5727786682291729
395,dwlhj,30,쉬고있는데 갑자기 에어컨에서 소리가 심하게나서 꺼버렸고 세면대는 물이 잘 안빠지네요 변기도 물이 약하게 내려갑니다 해피아워때 직원들이 너무 쿵쿵 걸어다녀서 좀 신경쓰입니다 직원들이 친절하긴 합니다 다만 뭔가 전문적이진 않은 느낌이에요 한강뷰는 좋았어요 남산이 가까워서 저녁에 갔다오면 좋아요,2021-04-01,1.9481295347213745,-2.478365421295166,0.02420464,0.01091675,0.01186072,0.07772563,0.01660657,0.670613,0.08738104,0.07509193,0.01168467,0.01391503,0.04715376625445411,0.021267239365802548,0.023106218705087334,0.1514195886444325,0.032351748104559874,1.3064409738547411,0.17022958974706182,0.14628880323060756,0.022763250950664227,0.027108281476145857,-0.05998793287921078,-0.027055690964692847,-0.029395198027097447,-0.1926325051361495,-0.04115714709507756,-1.6620240476092647,-0.21656215430803982,-0.186105238377408,-0.028958882367367433,-0.03448652989639367
